topic,label,tweet
bob marley,positive,@Beller6 hahahahha fair play see u tomorrow we can tell the time and listen to bob marley together???
paul mccartney,positive,holy shit holy shit holy shit just found out I'm gonna see Paul McCartney tomorrow!!!!!!!!!
ryan braun,positive,Ryan Braun singles to lead off the 9th. #RallyTime #Brewers
david price,positive,David Price may not shut out the Angels tonight but he will shut. them. down. | @BlueJays | @MLB
ps4,positive,Damn my PS4 is on its waaaaaay &lt;3 Should arrive today but I won't be there xD hopefully I can pick it up from the post office tomorrow~~
boko haram,negative,"If GMB goes after Boko Haram with the same passion he went after Dasuki,the 50+ victims of the Yobe bomb blast on Friday will still be alive"
foo fighters,positive,Foo Fighters often cover Under Pressure at shows. Saturday did it with Roger Taylor &amp; John Paul Jones joining them- http://t.co/e8QVNzlX84
ed sheeran,positive,soooo jealous of everyone going to the Ed Sheeran concert tomorrow
justin bieber,positive,Okay here's a thing July 21 2015 is the day when Justin Bieber FOLLOWED ME and I wont ever forget that date like EVER!
ted 2,positive,@VanessaMsMarvel I had a good weekend I just finished a week of night shifts on Saturday so I went out with my friends to see Ted 2
iphone,positive,I really hope Apple weighs a cup of nuts on the iPhone 6S (9th Generation iPhone)
mclaren,positive,I won the 2nd Star in my McLaren 12C in #CSRRacing #RaceYourFriends. Download FREE! http://t.co/M6sCzjXpes
seth rollins,positive,"Dont miss this tomorrow: Superstars Ink on http://t.co/iHJX9nInON w/ its 1st guess, the WWE &amp; US Champ, Seth Rollins http://t.co/Su0zB8FZH8"
david price,positive,Tons of preseason football and an important jays game with David price on the mound. Ideal friday
murray,positive,"Last two service games started well only to be whittled away at. Still, Murray wins second game on the trot to make it 3-5 in 2nd set."
cate blanchett,negative,"Wrestling w/ why I don't love CAROL unreservedly, &amp; it may come down to this: I don't love Cate Blanchett as an actor. So that's out there."
yakub,negative,one may argue yakub has gone thro process. hanging on his birthday is bigger message and scar to paki lovers. dangerous game has just begun
ric flair,positive,"@tholzerman @Adam_Jacobi I feel in that department you may, unfortunately, be the Buddy Landel to his Ric Flair"
sting,positive,"Tuesday Raw Roundtable: Sting, Dudleys, Seth Rollins Clashes with Stephanie, Divas Beat The Clock: WWE had ano... http://t.co/iGpAYst5FQ"
justin bieber,positive,@bluffniall welll im probably going to see justin bieber in october and except for that nothing much wbu?
twilight,positive,Appy Wednesday! Sleep better with Twilight. https://t.co/YuwYhgPWyQ https://t.co/AsgUgoRxuG
nike,positive,@NikeLamboBots is it true that Nike pushed back ovo release till October 3rd?
erdogan,negative,"@ektrit @todayszamancom May not have been Obama. Maybe the ""administration"" whatever that is. Tells you US keeping distance from Erdogan"
carly fiorina,negative,"Carly Fiorina is a sad excuse for a successful woman. she may be a former CEO, and that's great, but her politics are fucked up big time."
prince george,positive,Happy 2nd birthday to Prince George. Love the cute photo that has been released. http://t.co/X87RU3eFVh
amazon,negative,Aw man!My pre-ordered Blu-Ray copy from Amazon doesn't get here until the 14th!I should have just gone to the store! https://t.co/86ng9gtUMJ
david bowie,positive,The 1975 may as well just call it a David Bowie cover
nirvana,positive,@BBC6Music @maryannehobbs Nirvana. It just feels right. Happy Sunday! #6hobbs
ac/dc,positive,@johnhancockcbc This is the field at TD Place as AC/DC gets ready to play on Thursday! @OttawaMorning http://t.co/3rptfPa8Vp
nirvana,positive,ive been with nirvana since sat it was a date every night
justin,positive,november 13th is gonna be a great day bc we're finally gonna hear the masterpiece that justin created
national hot dog day,positive,National Hot Dog Day Today (Thursday)  What do you like on yours? http://t.co/IconkeCEN4
hannibal,positive,"@TheEricGoldman Seriously, when people lament they didn't take the 1st possible deal for Hannibal, I tell them go watch Lost in La Mancha."
iron maiden,negative,"Never got into Iron Maiden. As with everything else, I like only 1/10th of Metal.  Not saying they're bad, just not for me.  @Xenimme"
dustin johnson,positive,8 for Dustin Johnson at the 1st. Playing my kind of golf.
watchman,negative,To all the people who will buy Go Set a Watchman tomorrow:  go buy/read To Kill a Mockingbird instead
rick perry,negative,"#Overheard at #Candidate101: ""Did you know that Rick Perry ran out of $ to pay his staff? It's the 1st time he's paid women as much as men!"""
seth rollins,positive,Seth Rollins won by the help of Stewart... https://t.co/VmO2ySWaPE
tgif,positive,TGIF! Happy Friday! We're just a few hours away from the weekend!!
big brother,positive,"@BB_Updates James may not be a good Big Brother player but he is a great comedian, both intentional and unintentional"
brock lesnar,negative,It never not being fun to see Brock Lesnar kill people &amp; loving Heyman's promo with one problem http://t.co/Kxr2yb69ze #RAW
paul mccartney,positive,Tomorrow is Monday.  Do...do...do...do....do....do...it's just...   Another Day by Paul McCartney https://t.co/2DdkT0fUVe via @YouTube
janet jackson,positive,"#Unbreakable tracklist revealed: Janet Jackson, Jimmy Jam &amp; Terry Lewis are back in a record store near you Oct 2nd! https://t.co/7trz5fU8Ah"
zlatan,positive,"Zlatan , will your perfumes make me perform overhead kicks .&lt;3 https://t.co/q9tVV95mlr"
ihop,positive,Who's down to go IHOP with me tomorrow morning?
bentley,positive,"Bentley has the right idea! It may have been in the 90s all day, but nice and cool down in a stone basement after... http://t.co/ASRQtxhHdb"
david price,positive,#Jays David Price on the bump tomorrow with his #WinningAttitude  David throws the ball and dares you to hit it and that's how he wins!
frank ocean,negative,August 7th: Dr. dre drops his first album in 16 years. Everyone forgets about frank ocean not dropping his. Hip hop heads begin hibernation.
michelle obama,positive,#US 1st Lady Michelle Obama speaking at the 2015 Beating the Odds Summit to over 130 college-bound students at the pentagon office. &gt;&gt;
moto g,positive,Moto G (3rd Gen): 11 New Improvements: Beau HD highlights eleven new improvements found in the third generatio... http://t.co/aNMVKtMVmF
foo fighters,positive,@ScotRail will there be more trains available tomorrow from Haymarket into Glasgow due to the Foo Fighters gig?
bentley,positive,"Bentley volleyball falls in home opener to Convent-SF. Tomorrow is a new day, keep improving. #gophoenix #ontherise #bentleyvolleyballl"
curtis,positive,Game over with a final score of 1-0! GO BEARS! We continue to Thursday against Todd Beamer at Curtis high school... https://t.co/2X1V8YJUqd
prince george,positive,"I would like to congratulate the Duke and Duchess of Cambridge on the 2nd Birthday of their son, Prince George"
equalizer,positive,@KJCrighton You've got the whole of Saturday Night to work it out. Now that's entertainment :) Equalizer was a good film btw :))
ira,negative,@StephenEJMcG @SkyNews Bloody Sunday was terrible. And yes the IRA killed 11 innocent musicians. I forgive. But I want justice.
boko haram,negative,"Chad executed 10 alleged members of Nigeria-based Islamist group, Boko Haram, by firing squad Saturday, a day... http://t.co/c1blA5N6p5"
frank ocean,negative,Giving him till the 24th to fix his shit or else anyone who tells me they like Frank Ocean is gonna get slapped
david wright,positive,"David Wright returns to the Mets lineup tomorrow for three games. Time to get hype! Welcome back, Cap!"
star wars day,positive,"Happy Star Wars Day! It's not May 4th, but it feels like Star Wars Day to me!"
john cena,positive,john cena may be injured so it may mean that seth rollins will not be defending his united states championship at night of champions
foo fighters,positive,My parents are in the 9th row at a Foo Fighters concert and I just got home from work wondering if it's too early for bed. Life is weird.
kendrick,positive,@ChuckAlabaster: I'm in love J. Cole Kendrick Lamar-Black Friday it's soo good. Tales of two cites with a Kendrick twist @firediscopanda9
erdogan,negative,Turkish police raid media group critical of Erdogan: Turkish police on Tuesday staged a major swoop on the Ank... http://t.co/Jo6caLFG59
kurt cobain,positive,"@Annie_1251 if ugly sunday's your fave u'll prob enjoy his 1st album. fun fact, kurt cobain does backing vocals in a song (down in the dark)"
zayn,positive,im too young to die i haven't even met Zayn but then again the internet b lying sigh https://t.co/OG4TxrVmWV
valentine 's day,positive,"@say_shannon Thank you! And, yes, it's out on Feb 1st in time for Valentine's Day. For reasons.. :) :)"
nicki,positive,I'm Team Nicki but I would never openly say something bad about Taylor Swift because I think she may have snipers on retainer.
cowboys,positive,Cowboys had the Giants this Sunday that's a easy win. Let's do it !
naruto,positive,Plenty of niggas out here that would catch a body on friday and then stay in to watch the new episode of Naruto on saturday lol
naruto,positive,@YeahItzJay Maybe Gaiden characters? 7th Hokage Naruto would be suuuuper lit. And Boruto comes out tmrw so maybe thats it
valentine 's day,positive,Fun fact: Today is the last Sunday until Valentine's Day without an NFL Football game! Cheers to that. Make... http://t.co/O0gqPv70cj
yakub,negative,@the_hindu May be but now it seems inevitable. Looks like pay back time  for Yakub!
hannibal,positive,Tomorrow I will start catching up on Hannibal. I got to ep2 of S3 and had to stop because I wasn't ready for what a ride it was gonna be.
islam,positive,Alhamdulillah anew brother in Islam. May Allah continue to guide you on this path and make this journey easy for you https://t.co/dEHiHQf6GL
national ice cream day,positive,Did you know Sunday is National Ice Cream Day? What's your favorite flavor? http://t.co/U9mgaUQXR9
harper,positive,David Wright is a beast and Harper needs to come to Philly we will stay till the 9th if you play for us. @Bharper3407
fleetwood mac,positive,@davelackie @heathermarrin we may have had a small Fleetwood Mac style party in your yard but it's okay we invited the neighbors lolol
janet jackson,positive,That 2 1/2 hours makes the whole Janet Jackson thing seem like CBS Sunday Morning. #VMAs
apple,positive,"Hours to go for Apple event, here's the word on the streets: Were just 2 hours away from Apples September 9 ev... http://t.co/kwLZBbaLCH"
prince george,positive,HAPPY 2ND BIRTHDAY TO PRINCE GEORGE aka the cutest little thing on the planet http://t.co/yL98AyAH1y
kris bryant,positive,Wow! Kris Bryant! #mlb A double Wow at Matt Harvey! Sac up! You may never be in the playoffs again #smh #cubs #Mets
yakub,negative,Leftist communists want it rewritten to show Yakub as an innocent saviour unlike what was originally written!   https://t.co/upxML7XfCg
rahul gandhi,negative,Rahul Gandhi inherited his stupidity from his mother- she gives the impression ! https://t.co/Tr5mkc7uQE
iran,negative,"@iyad_elbaghdadi @JZarif Iran's democracy is super healthy, Iranians may vote for whoever the murdering mullahs want"
iran,positive,@Wafigh_   ok if you buy me a ticket to Iran from 9th of June till end of August
oracle,positive,Watch my 1st attempt at making a narrative game/movie; with homage to Oracle! #XboxOne #BatmanArkhamKnight https://t.co/BvQGoiQGRU
david wright,positive,"Terry Collins ""didn't want 2 mess with top of lineup! Having Cespedes hit 3rd &amp; David Wright 4th should be fun to watch!"" @Mets"
kendrick,positive,Revenge of the Dreamers 2 comes out this Friday. J Cole and Kendrick collab album comes out in February.  Truly what a time to be alive
rahul gandhi,positive,Rahul Gandhi will have to wait until 30th Feb to become PM of India in future&amp;only he can do it. @OfficeOfRG https://t.co/DGKwbIwEua
calibraska,positive,The only thing that's made me excited and happy about Friday is that Calibraska is released
