topic,label,tweet
niall,positive,"['time', 'never', 'forget', 'tht', 'night', 'hope', 'get', 'come', 'back', 'soon', 'god', 'bless', 'niall', 'good', 'night']"
prince george,positive,"['happy', 'birthday', 'prince', 'george', 'may', 'sun', 'shine', 'ever', 'brightly', 'today']"
tgif,positive,"['tgif', 'dj', 'sparkbox', 'start', 'weekend', 'right', 'pm', 'tomorrow', 'get', 'live', 'music', 'see', 'water', 'feel']"
wwat,positive,"['love', 'ash', 'hope', 'wwat', 'great', 'really', 'enjoy', 'see', 'june', 'stade', 'de', 'france', 'hope', 'see', 'soon']"
joe biden,negative,"['joe', 'biden', 'obstacle', 'longshot', 'run', 'hill', 'clinton', 'remember', 'neva', 'elect', 'potus', 'place']"
windows 10,negative,"['spend', 'hour', 'babysitting', 'attempt', 'upgrade', 'windows', 'without', 'success', 'sure', 'wrong', 'get', 'ridiculous']"
amazon prime,positive,"['time', 'since', 'almost', 'do', 'justified', 'series', 'amazon', 'prime']"
kendrick,negative,"['u', 'social', 'sunday', 'candy', 'two', 'song', 'make', 'allergy', 'act', 'hear']"
naruto,positive,"['thursday', 'new', 'naruto', 'come', 'today', 'filler']"
paper towns,positive,"['wait', 'tomorrow', 'go', 'watch', 'paper', 'town', 'excited', 'yaaay']"
chelsea,positive,"['wish', 'chelsea', 'sign', 'lucas', 'leiva', 'american', 'national', 'team', 'player', 'jones', 'january', 'transfer', 'window']"
milan,positive,"['milan', 'sit', 'high', 'almost', 'three', 'year', 'shevchenko', 'want', 'time', 'coach']"
trump,negative,"['boy', 'trump', 'must', 'really', 'piss', 'want', 'yeah', 'make', 'america', 'great', 'stuff']"
murray,negative,"['anderson', 'absolutely', 'kill', 'murray', 'set', 'tie', 'break', 'win', 'match', 'embarrass', 'murray']"
gay,positive,"['base', 'constitution', 'amendment', 'ban', 'gay', 'marriage', 'unconstitutional']"
michael jackson,positive,"['good', 'dancer', 'michael', 'jackson', 'c', 'mon', 'spill', 'bean']"
ant-man,positive,"['see', 'tomorrow', 'flat', 'worth', 'see', 'use', 'imagination']"
ibm,positive,"['see', 'best', 'storage', 'sd', 'platform', 'computing', 'virtual', 'cloud', 'deployment', 'booth', 'vmworld', 'aug', 'sept']"
red sox,positive,"['way', 'red', 'sox', 'game', 'yesterday', 'much', 'fun', 'thanks', 'bring', 'game']"
juventus,negative,"['de', 'rossi', 'believe', 'juventus', 'may', 'struggle', 'cope', 'season', 'think', 'adequately', 'replace', 'tevez', 'pirlo', 'vidal']"
ted 2,positive,"['wanna', 'lol', 'ted', 'sneak', 'preview', 'saturday']"
ibm,positive,"['make', 'world', 'smarter', 'ibm', 'commercial', 'song', 'time', 'tomorrow', 'ki']"
nicki,positive,"['gonna', 'lie', 'rewatching', 'performance', 'time', 'right']"
ant-man,positive,"['also', 'tomorrow', 'find', 'review', 'right', 'bitch', 'actually', 'saw', 'new', 'film', 'cinema']"
snoop dogg,positive,"['finally', 'get', 'hand', 'new', 'album', 'listen', 'think', 'snoop', 'dogg', 'go']"
boko haram,negative,"['report', 'nigeria', 'say', 'many', 'people', 'may', 'kill', 'raid', 'village', 'suspected', 'boko', 'haram']"
david cameron,positive,"['robert', 'fisk', 'thursday', 'september', 'refugee', 'crisis', 'david', 'cameron', 'lower', 'flag', 'dead', 'king']"
caitlyn jenner,negative,"['caitlyn', 'jenner', 'may', 'charge', 'manslaughter', 'fatal', 'malibu', 'car', 'crash']"
chris evans,positive,"['anyone', 'else', 'think', 'chris', 'evans', 'series', 'tfi', 'friday', 'give', 'nick', 'grimshaw']"
friday night lights,positive,"['time', 'friday', 'night', 'light', 'u', 'free', 'come', 'watch', 'gryphon', 'beat', 'gaither', 'tonight']"
nintendo,positive,"['find', 'interest', 'party', 'edition', 'sell', 'nintendo', 'different', 'story']"
shawn,positive,"['wasnt', 'today', 'bc', 'last', 'day', 'summer', 'friend', 'school', 'tomorrow', 'suck', 'shawn', 'cute', 'vine', 'omg']"
justin bieber,positive,"['see', 'justin', 'bieber', 'birthday', 'literally', 'cannot', 'explain', 'joy', 'heart', 'right']"
islam,negative,"['people', 'support', 'islam', 'australia', 'may', 'well', 'come', 'say', 'want', 'country', 'turn', 'muslim', 'shithole']"
ryan braun,positive,"['ryan', 'braun', 'hit', 'career', 'hr', 'today', 'move', 'place', 'franchise', 'hr', 'list', 'pass', 'hall', 'famer', 'robin', 'yount']"
kendrick,positive,"['listen', 'black', 'friday', 'kendrick', 'dump', 'truckload', 'bar', 'onto', 'beat', 'boy', 'go', 'hard']"
fleetwood mac,positive,"['say', 'farewell', 'bottle', 'glenlivet', 'company', 'fleetwood', 'mac', 'adieu', 'mon', 'cheri']"
david price,positive,"['watch', 'david', 'price', 'blue', 'jay', 'saturday', 'night', 'definitely', 'jays', 'fever']"
federer,positive,"['hone', 'game', 'court', 'match', 'federer', 'tomorrow']"
foo fighters,positive,"['rock', 'royalty', 'town', 'dave', 'foo', 'fighter', 'opener', 'royal', 'blood', 'first', 'niagara', 'tomorrow']"
thor,positive,"['tomorrow', 'day', 'allow', 'team', 'hammer', 'power', 'lightning', 'hammer', 'team', 'without', 'electricity']"
tgif,positive,"['tgif', 'celebrate', 'labor', 'day', 'water', 'sd', 'free', 'use', 'board', 'suit', 'lesson', 'monday']"
star wars day,positive,"['call', 'tomorrow', 'thursday', 'wrong', 'call', 'tomorrow', 'anything', 'star', 'war', 'day', 'wrong']"
windows 10,positive,"['onenote', 'app', 'window', 'let', 'insert', 'photo', 'camera', 'microsoft', 'september', 'cool', 'tech']"
shawn,positive,"['someone', 'go', 'houston', 'airport', 'tomorrow', 'get', 'shawn', 'video', 'lmao']"
nirvana,positive,"['nirvana', 'perfect', 'sunday', 'music']"
christians,positive,"['pray', 'unity', 'among', 'christian', 'may', 'bear', 'name', 'christian', 'work', 'toward', 'heal', 'wound', 'body', 'christ']"
xbox,positive,"['get', 'destiny', 'update', 'xbox', 'one', 'able', 'play', 'one', 'tomorrow', 'lol']"
star wars day,positive,"['wait', 'twitter', 'drink', 'star', 'war', 'day', 'tomorrow']"
dunkin,positive,"['think', 'stop', 'get', 'dunkin', 'tomorrow', 'class', 'girlfriend', 'want', 'anything']"
jurassic world,positive,"['bad', 'urge', 'watch', 'jurassic', 'world', 'time', 'theater', 'someone', 'make', 'stop']"
birthday cake,positive,"['case', 'enough', 'plenty', 'birthday', 'cake', 'ready', 'tomorrow']"
seinfeld,positive,"['netflix', 'hulu', 'stats', 'seinfeld', 'still', 'kill']"
snoop dogg,positive,"['snoop', 'dogg', 'one', 'star', 'support', 'matt', 'barnes', 'charity', 'football', 'game', 'la', 'sunday']"
dunkin,negative,"['everybody', 'time', 'boycott', 'dunkin', 'donut', 'fuck', 'ceo', 'asshole', 'come', 'boycott', 'dunkin', 'donut']"
national hot dog day,positive,"['cheap', 'hot', 'dog', 'today', 'thursday', 'national', 'hot', 'dog', 'day', 'add', 'list', 'well']"
kendrick lamar,positive,"['kendrick', 'lamar', 'become', 'nominated', 'artist', 'single', 'night', 'one', 'michael', 'j']"
michael jackson,positive,"['everyone', 'happy', 'bc', 'michael', 'jackson', 'come', 'sit', 'start', 'sing', 'gather', 'around', 'listen']"
bentley,positive,"['bentley', 'pup', 'enjoy', 'old', 'main', 'lawn', 'warm', 'afternoon', 'happy', 'friday', 'penn', 'state']"
ihop,positive,"['someone', 'get', 'ihop', 'tomorrow']"
ant-man,positive,"['feel', 'go', 'eye', 'check', 'may', 'try', 'see']"
ed sheeran,positive,"['contest', 'ed', 'sheeran', 'im', 'fly', 'nashville', 'see', 'time', 'would', 'love', 'finally', 'meet']"
floyd mayweather,positive,"['fight', 'floyd', 'mayweather', 'time', 'fight', 'time', 'good', 'believe', 'good', 'chance', 'time']"
sharknado,positive,"['gonna', 'watch', 'sharknado', 'tonight', 'may', 'catch', 'peak', 'see', 'crew']"
julie andrews,positive,"['perseverance', 'fail', 'time', 'succeed', 'julie', 'andrews']"
christians,positive,"['huge', 'special', 'thank', 'amazing', 'see', 'show', 'yet', 'catch', 'christian', 'last', 'show', 'sunday']"
carly fiorina,positive,"['republican', 'hopeful', 'carly', 'fiorina', 'say', 'monday', 'feel', 'like', 'candidate', 'go', 'hillary', 'clinto']"
harry potter,positive,"['mood', 'watch', 'harry', 'time', 'month']"
eid,positive,"['work', 'really', 'hard', 'bake', 'sale', 'come', 'find', 'u', 'eid', 'park', 'maxwell', 'park', 'tomorrow', 'proceeds']"
brock lesnar,positive,"['like', 'video', 'wwe', 'raw', 'brock', 'lesnar', 'paul', 'heyman', 'address', 'end', 'summerslam', 'aug']"
floyd mayweather,negative,"['stop', 'pay', 'floyd', 'payper', 'view', 'berto', 'fight', 'joke', 'buy', 'fight', 'may', 'fight', 'top', 'guy']"
t-mobile,positive,"['network', 'far', 'best', 'world', 'far', 'second', 'hide', 'watch', 'work']"
beyonce,positive,"['fun', 'fact', 'beyonce', 'sweep', 'hair', 'floor', 'salon', 'job']"
justin bieber,positive,"['share', 'bday', 'justin', 'bieber', 'lmao', 'remember', 'wish', 'march']"
david price,positive,"['strike', 'david', 'price', 'love', 'calm', 'trust', 'pitcher']"
yakub,negative,"['yakub', 'faith', 'indian', 'judicial', 'system', 'come', 'back', 'blow', 'people', 'mar', 'justice', 'riot', 'victim']"
caitlyn jenner,negative,"['caitlyn', 'jenner', 'may', 'face', 'manslaughter', 'charge', 'malibu', 'crash', 'read']"
jurassic world,positive,"['jurassic', 'world', 'wednesday', 'finally', 'get', 'see', 'japan']"
milan,positive,"['saw', 'guy', 'last', 'year', 'february', 'milan', 'best', 'day', 'ever', 'kid', 'see', 'september']"
john kasich,positive,"['new', 'york', 'time', 'john', 'kasich', 'may', 'strong', 'republican', 'candida']"
yoga,positive,"['happy', 'sunday', 'open', 'normal', 'hour', 'today', 'start', 'yoga', 'grab', 'growler', 'fill', 'bbq']"
rahul gandhi,positive,"['rahul', 'gandhi', 'may', 'talk', 'utter', 'nonsense', 'pass', 'message', 'people', 'accept']"
ice cube,positive,"['block', 'party', 'get', 'kid', 'dance', 'good', 'friday', 'yo', 'ice', 'cube', 'wud', 'say', 'today', 'good', 'day']"
cate blanchett,positive,"['cate', 'blanchett', 'may', 'soon', 'join', 'marvel', 'universe', 'yes', 'yes', 'dont', 'care', 'play', 'yes', 'yes']"
prince george,positive,"['wish', 'prince', 'george', 'happy', 'birthday', 'mum', 'dad', 'may', 'look', 'forward', 'terrible']"
lady gaga,positive,"['damn', 'hide', 'vote', 'get', 'till', 'tuesday', 'monster', 'vote', 'like', 'crazy', 'lady', 'gaga']"
muslims,negative,"['prove', 'muslim', 'attack', 'u', 'year', 'crusade', 'meaning', 'wrong', 'correct']"
yoga,positive,"['yoga', 'every', 'saturday', 'beach', 'lawn', 'garden', 'go', 'carry', 'outdoors', 'every', 'weekend', 'defeat', 'weather']"
red sox,positive,"['think', 'red', 'sox', 'may', 'popular', 'around', 'region', 'well', 'many', 'fan', 'nationally', 'pat']"
apple watch,positive,"['busy', 'first', 'day', 'come', 'tomorrow', 'miss', 'chance', 'win', 'apple', 'watch', 'stand']"
carly fiorina,positive,"['cnn', 'definite', 'bias', 'report', 'carly', 'fiorina', 'move', 'place', 'iowa', 'cnnpolitics', 'something', 'go']"
ice cube,positive,"['review', 'straight', 'compton', 'like', 'ice', 'cube', 'may', 'like', 'son', 'well', 'plus', 'bye', 'felicia', 'make', 'even', 'sense', 'b']"
nokia,positive,"['nokia', 'may', 'helpful', 'microsoft', 'management', 'analyst', 'faith', 'reason', 'nonexistence']"
monsanto,positive,"['antonio', 'time', 'talk', 'monday', 'new', 'spray', 'greenhouse', 'show']"
foo fighters,positive,"['officially', 'vacation', 'week', 'ok', 'well', 'start', 'tomorrow', 'pirate', 'game', 'foo', 'fighter', 'concert', 'spending', 'time']"
tgif,positive,"['tgif', 'drop', 'brown', 'bag', 'step', 'away', 'come', 'grab', 'best', 'sandwich', 'indy']"
bernie sanders,negative,"['endorse', 'bernie', 'sander', 'sad', 'guy']"
ant-man,positive,"['watch', 'time', 'free', 'technically', 'family']"
yoga,positive,"['yoga', 'remove', 'obstacle', 'may', 'obstruct', 'light', 'shin']"
elton,positive,"['elton', 'seriously', 'know', 'make', 'morning', 'man', 'look', 'forward', 'tues', 'thurs', 'morning']"
seinfeld,positive,"['may', 'great', 'thing', 'see', 'awhile', 'seinfeld', 'great', 'show']"
fleetwood mac,positive,"['see', 'tomorrow', 'night', 'would', 'love', 'hear', 'sing', 'landslide', 'fleetwood', 'mac']"
ant-man,positive,"['work', 'rest', 'week', 'mean', 'tomorrow', 'morning', 'follow', 'trip', 'comic', 'shop', 'much', 'laze']"
kyle,negative,"['kyle', 'clown', 'qb', 'system', 'dayzz', 'byu', 'game', 'may', 'back', 'corner']"
dean ambrose,negative,"['even', 'wrestler', 'figure', 'dean', 'ambrose', 'would', 'still', 'drunkenly', 'fight', 'someone', 'every', 'monday', 'night']"
prince george,positive,"['happy', 'birthday', 'prince', 'george', 'see', 'much', 'grow', 'cut', 'photo']"
katy perry,positive,"['katy', 'perry', 'fan', 'get', 'ready', 'next', 'concert', 'september', 'peru']"
star wars day,positive,"['star', 'war', 'day', 'may', 'force', 'anyone', 'resist', 'urge', 'spoiler']"
eric church,positive,"['last', 'chance', 'eric', 'church', 'ticket', 'tomorrow', 'night', 'state', 'fair', 'please', 'text', 'message', 'interested']"
rousey,positive,"['mcgregor', 'rousey', 'schedule', 'december', 'dallas', 'even']"
foo fighters,positive,"['realise', 'go', 'see', 'foo', 'fighter', 'time', 'tuesday', 'excited']"
naruto,positive,"['want', 'wait', 'october', 'boruto', 'naruto', 'movie', 'fly', 'osaka', 'japan', 'watch']"
nirvana,positive,"['see', 'remember', 'laurel', 'look', 'nirvana', 'maybe', 'might', 'may']"
shawn,positive,"['rt', 'love', 'artist', 'shawn', 'may']"
michael jackson,positive,"['may', 'remind', 'look', 'michael', 'jackson', 'lol']"
paul dunne,positive,"['absolutely', 'fantastic', 'stuff', 'paul', 'dunne', 'today', 'keep', 'dream', 'alive', 'tomorrow']"
national ice cream day,positive,"['happy', 'national', 'ice', 'cream', 'day', 'kind', 'day', 'happy', 'sunday']"
beyonce,positive,"['babe', 'get', 'free', 'trial', 'want', 'see', 'beyonce', 'live', 'flatbush']"
shawn,positive,"['okay', 'thanks', 'shawn', 'figure', 'may', 'stretch', 'never', 'hear', 'mention', 'think', 'ask']"
independence day,positive,"['survive', 'year', 'alien', 'independence', 'day', 'day', 'tomorrow', 'well', 'take', 'common', 'cold']"
israel,positive,"['trivial', 'true', 'really', 'successful', 'communist', 'community', 'israel', 'kibbutz', 'important', 'part', 'left', 'zionist', 'movement']"
naruto,positive,"['bleach', 'strangely', 'top', 'faved', 'anime', 'naruto', 'series', 'fair', 'bit', 'manga', 'behind', 'naruto']"
dustin johnson,positive,"['dustin', 'johnson', 'field', 'right', 'want', 'head', 'final', 'round', 'front']"
u2,positive,"['hand', 'deliver', 'pizza', 'fan', 'wait', 'ga', 'line', 'concert', 'tomorrow', 'band', 'definition', 'awesome']"
donny,positive,"['come', 'donny', 'grab', 'copy', 'album', 'go', 'buy', 'one', 'tweet', 'picture', 'tomorrow', 'follow']"
frank gifford,positive,"['hi', 'absolutely', 'love', 'testimony', 'faith', 'frank', 'gifford', 'mon', 'beautiful', 'tribute']"
disney,positive,"['social', 'medium', 'experience', 'sup', 'emma', 'hope', 'enjoy', 'disney']"
kris bryant,positive,"['september', 'sound', 'good', 'kris', 'bryant', 'bobblehead', 'day', 'could', 'good', 'one']"
muslims,negative,"['obama', 'continue', 'flood', 'america', 'muslim', 'may', 'late', 'stop', 'fall', 'america']"
apple,positive,"['tim', 'cook', 'take', 'stage', 'promise', 'mega', 'announcement', 'even', 'skip', 'regular', 'update']"
nicki,positive,"['watch', 'even', 'tho', 'nicki', 'respond', 'miley', 'put', 'blast', 'medium', 'make', 'like', 'nicki', 'pick', 'fight']"
oracle,positive,"['one', 'great', 'ux', 'innovator', 'mdc', 'anniversary', 'celebration']"
beyonce,positive,"['favorite', 'performance', 'wish', 'as', 'smack', 'tho', 'watch', 'beyonce', 'live', 'annual', 'bet', 'award']"
foo fighters,positive,"['foo', 'fighter', 'last', 'night', 'tonight', 'get', 'start', 'new', 'book', 'rock', 'roll', 'roll', 'gig', 'friday']"
boko haram,negative,"['wisdom', 'people', 'run', 'away', 'boko', 'haram', 'salary', 'career', 'yet', 'wanna', 'win', 'war', 'november']"
george osborne,positive,"['love', 'gaul', 'george', 'osborne', 'write', 'article', 'guardian', 'grinning', 'giggling', 'dress', 'full', 'suit', 'sunday', 'night']"
bob marley,positive,"['tomorrow', 'night', 'jamrock', 'hull', 'guest', 'tanni', 'browne', 'bob', 'marley', 'tribute', 'act']"
minecraft,positive,"['well', 'drop', 'ball', 'get', 'make', 'video', 'minecraft', 'bloodborne', 'tomorrow', 'post', 'two', 'make']"
amazon,positive,"['order', 'amazon', 'friday']"
thor,positive,"['forget', 'catch', 'thor', 'mean', 'chris', 'hemsworth', 'saturday', 'night', 'live', 'tonight']"
gay,negative,"['awkward', 'moment', 'im', 'go', 'gay', 'pride', 'tomorrow']"
prince george,positive,"['prince', 'george', 'smile', 'prince', 'william', 'cut', 'new', 'photo', 'release', 'ahead', 'birthday']"
dean ambrose,positive,"['round', 'lockdown', 'dean', 'ambrose', 'may', 'actually', 'decent', 'movie', 'maybe']"
dustin johnson,negative,"['well', 'dustin', 'johnson', 'really', 'contention', 'stop', 'royally', 'screw', 'thing', 'sunday', 'major']"
vikings,negative,"['careful', 'bar', 'calculation', 'algorithms', 'plus', 'algebra', 'determine', 'viking', 'lose', 'sunday']"
paul dunne,positive,"['superb', 'brilliant', 'stun', 'need', 'say', 'far', 'wish', 'paul', 'dunne', 'good', 'luck', 'monday']"
minecraft,positive,"['attend', 'friday', 'panel', 'make', 'game', 'minecraft', 'sure', 'stay', 'whole', 'weekend', 'yet']"
scott walker,negative,"['bad', 'campaign', 'scott', 'walker', 'give']"
george osborne,negative,"['george', 'osborne', 'threat', 'poor', 'society']"
big brother,negative,"['tv', 'show', 'rating', 'mr', 'robinson', 'bow', 'steady', 'finale', 'wednesday', 'big', 'brother', 'drop']"
chelsea,positive,"['youngster', 'go', 'chelsea', 'ofthe', 'money', 'know', 'unlikely', 'get', 'team']"
national hot dog day,positive,"['anything', 'special', 'national', 'hot', 'dog', 'day', 'july']"
gay,negative,"['business', 'close', 'sunday', 'belief', 'affect', 'deal', 'gay', 'marriage', 'even', 'affect', 'dick']"
christians,positive,"['life', 'christian', 'may', 'bible', 'people', 'read', 'important', 'christian', 'live', 'best', 'goodnight']"
randy orton,positive,"['randy', 'orton', 'v', 'sheamus', 'add', 'match', 'card', 'pump', 'go', 'sunday']"
yakub,negative,"['spare', 'nuance', 'yakub', 'certainly', 'innocent', 'rarest', 'rare', 'case', 'may']"
ukip,negative,"['fuck', 'ukip', 'may', 'well', 'smoke', 'bensons', 'sip', 'john', 'ale', 'give', 'chinese']"
dark souls,positive,"['project', 'march', 'whenever', 'fuck', 'feel', 'like', 'play', 'dark', 'soul', 'focus']"
foo fighters,positive,"['time', 'foo', 'fighter', 'iggy', 'pop', 'royal', 'blood', 'stage', 'national', 'bowl', 'sat', 'sun', 'onemk']"
katy perry,negative,"['somebody', 'tell', 'katy', 'perry', 'look', 'like', 'elizabeth', 'taylor', 'today', 'tomorrow', 'half', 'day', 'make', 'chair', 'stop']"
david cameron,negative,"['authoritarian', 'titmouse', 'david', 'cameron', 'use', 'bullshit', 'justify', 'drone', 'murder', 'brit', 'proud']"
